2023-03-13 17:38:11.015301;192.168.1.1;192.168.0.1;1.373
2023-03-13 17:38:11.016077;192.168.0.1;100.79.0.1;2.047
2023-03-13 17:38:11.016659;100.79.0.1;10.1.139.2;1.799
2023-03-13 17:38:11.017493;10.1.139.2;10.1.139.17;1.754
2023-03-13 17:38:11.018639;10.1.139.17;10.0.22.163;1.724
2023-03-13 17:38:11.019736;10.0.22.163;10.17.0.131;2.655
2023-03-13 17:38:11.020580;10.17.0.131;10.17.0.35;1.728
2023-03-13 17:38:11.021422;10.17.0.35;10.17.0.1;1.803
2023-03-13 17:38:11.022088;10.17.0.1;10.17.0.146;1.891
2023-03-13 17:38:11.022625;10.17.0.146;10.3.1.129;8.947
2023-03-13 17:38:11.023182;10.3.1.129;5.45.220.186;9.086
2023-03-13 17:38:11.023897;5.45.220.186;87.250.239.179;15.716
2023-03-13 17:38:55.967003;192.168.1.1;192.168.0.1;1.512
2023-03-13 17:38:55.967403;192.168.0.1;100.79.0.1;1.741
2023-03-13 17:38:55.967921;100.79.0.1;10.1.139.2;1.753
2023-03-13 17:38:55.968424;10.1.139.2;10.1.139.17;1.719
2023-03-13 17:38:55.968684;10.1.139.17;10.0.22.163;1.756
2023-03-13 17:38:55.968910;10.0.22.163;10.17.0.131;2.312
2023-03-13 17:38:55.969283;10.17.0.131;10.17.0.35;1.882
2023-03-13 17:38:55.969550;10.17.0.35;10.17.0.1;1.732
2023-03-13 17:38:55.969933;10.17.0.1;10.17.0.154;1.844
2023-03-13 17:38:55.973112;10.17.0.154;10.3.1.130;8.437
2023-03-13 17:38:55.973502;10.3.1.130;213.5.104.27;8.3
2023-03-13 17:38:55.973762;213.5.104.27;216.239.49.19;8.432
2023-03-13 17:38:55.974003;216.239.49.19;108.170.250.99;8.631
2023-03-13 17:38:55.974240;108.170.250.99;142.250.238.138;21.563
2023-03-13 17:38:55.974470;142.250.238.138;142.250.235.62;20.638
2023-03-13 17:38:55.974747;142.250.235.62;72.14.236.73;22.376
2023-03-13 17:39:20.724122;192.168.1.1;192.168.0.1;1.528
2023-03-13 17:39:20.724449;192.168.0.1;100.79.0.1;1.872
2023-03-13 17:39:20.724917;100.79.0.1;10.1.139.2;1.498
2023-03-13 17:39:20.725460;10.1.139.2;10.1.139.17;1.734
2023-03-13 17:39:20.725763;10.1.139.17;10.0.21.163;1.838
2023-03-13 17:39:20.726050;10.0.21.163;10.17.0.131;2.384
2023-03-13 17:39:20.726317;10.17.0.131;10.17.0.35;1.762
2023-03-13 17:39:20.726586;10.17.0.35;10.17.0.2;1.974
2023-03-13 17:39:20.726865;10.17.0.2;10.17.0.150;1.932
2023-03-13 17:39:20.727132;10.17.0.150;37.29.111.142;2.162
2023-03-13 17:39:20.727404;10.222.99.57;10.222.78.130;28.657
2023-03-13 17:39:20.727668;10.222.78.130;10.222.78.105;58.415
2023-03-13 17:39:20.727934;10.222.78.105;1.1.1.1;28.597
2023-03-13 17:40:17.668881;192.168.1.1;192.168.0.1;1.444
2023-03-13 17:40:17.669340;192.168.0.1;100.79.0.1;1.834
2023-03-13 17:40:17.669614;100.79.0.1;10.1.139.2;1.589
2023-03-13 17:40:17.669842;10.1.139.2;10.1.139.17;1.832
2023-03-13 17:40:17.670094;10.1.139.17;10.0.21.163;1.867
2023-03-13 17:40:17.670333;10.0.21.163;10.17.0.131;2.251
2023-03-13 17:40:17.670597;10.17.0.131;10.17.0.35;1.688
2023-03-13 17:40:17.670870;10.17.0.35;10.17.0.1;1.745
2023-03-13 17:40:17.671151;10.17.0.1;10.17.0.154;1.939
2023-03-13 17:40:17.671401;10.17.0.154;10.3.1.130;8.95
2023-03-13 17:40:17.671665;10.3.1.130;62.115.177.130;34.513
2023-03-13 17:40:17.672147;62.115.177.130;62.115.135.107;26.406
2023-03-13 17:40:17.672423;62.115.135.107;62.115.135.108;28.005
2023-03-13 17:40:17.672695;62.115.135.108;62.115.141.22;27.522
2023-03-13 17:40:17.672985;80.91.254.91;62.115.118.151;175.899
2023-03-13 17:40:17.673242;62.115.118.151;62.115.138.54;130.323
2023-03-13 17:40:17.673506;62.115.138.54;62.115.132.155;205.133
2023-03-13 17:40:17.673780;62.115.132.155;80.239.193.194;192.635
2023-03-13 17:40:17.674034;80.239.193.194;185.156.45.149;195.545
2023-03-13 17:40:17.674290;185.156.45.149;138.199.43.6;192.13
2023-03-13 17:41:06.013940;192.168.1.1;192.168.0.1;1.59
2023-03-13 17:41:06.017436;192.168.0.1;100.79.0.1;1.726
2023-03-13 17:41:06.018407;100.79.0.1;10.1.139.2;3.149
2023-03-13 17:41:06.018902;10.1.139.2;10.1.139.17;1.756
2023-03-13 17:41:06.019337;10.1.139.17;10.0.22.163;1.776
2023-03-13 17:41:06.019679;10.0.22.163;10.17.0.131;2.288
2023-03-13 17:41:06.020005;10.17.0.131;10.17.0.35;1.538
2023-03-13 17:41:06.020341;10.17.0.35;10.17.0.1;1.983
2023-03-13 17:41:06.020678;10.17.0.1;10.17.0.154;2.001
2023-03-13 17:41:06.021021;10.17.0.154;10.3.1.130;8.717
2023-03-13 17:41:06.021365;10.3.1.130;62.115.177.130;34.136
2023-03-13 17:41:06.021730;62.115.177.130;62.115.135.107;25.825
2023-03-13 17:41:06.022063;62.115.135.107;62.115.135.108;27.307
2023-03-13 17:41:06.023321;62.115.135.108;62.115.141.22;27.115
2023-03-13 17:41:06.024078;80.91.254.91;62.115.118.151;133.827
2023-03-13 17:41:06.024474;62.115.118.151;213.248.70.98;134.47
2023-03-13 17:41:06.024802;213.248.70.98;138.199.0.231;144.739
2023-03-13 17:41:06.025117;138.199.0.231;87.249.134.162;137.794
2023-03-13 17:41:58.780974;192.168.1.1;192.168.0.1;1.452
2023-03-13 17:41:58.781809;192.168.0.1;100.79.0.1;1.984
2023-03-13 17:41:58.782185;100.79.0.1;10.1.139.2;1.456
2023-03-13 17:41:58.782500;10.1.139.2;10.1.139.17;2.111
2023-03-13 17:41:58.782771;10.1.139.17;10.0.22.163;1.955
2023-03-13 17:41:58.783069;10.0.22.163;10.17.0.131;2.507
2023-03-13 17:41:58.783662;10.17.0.131;10.17.0.35;2.23
2023-03-13 17:41:58.783972;10.17.0.35;10.17.0.2;1.772
2023-03-13 17:41:58.784263;10.17.0.2;10.17.0.158;1.803
2023-03-13 17:41:58.784529;10.17.0.158;10.3.1.130;8.996
2023-03-13 17:41:58.785111;10.3.1.130;62.115.177.130;34.497
2023-03-13 17:41:58.785394;62.115.177.130;62.115.135.107;26.333
2023-03-13 17:41:58.785690;62.115.135.107;62.115.135.108;27.994
2023-03-13 17:41:58.785957;62.115.135.108;62.115.141.22;27.46
2023-03-13 17:41:58.786278;62.115.141.22;62.115.139.173;64.79
2023-03-13 17:41:58.786563;62.115.139.173;80.91.254.91;117.075
2023-03-13 17:41:58.786854;80.91.254.91;62.115.136.201;126.456
2023-03-13 17:41:58.787132;62.115.136.201;62.115.125.151;126.446
2023-03-13 17:41:58.787404;62.115.125.151;62.115.155.49;124.257
2023-03-13 17:41:58.787891;62.115.155.49;5.254.77.2;123.389
2023-03-13 17:41:58.791952;5.254.77.2;5.254.43.228;126.277
2023-03-13 17:42:45.585048;192.168.1.1;192.168.0.1;1.773
2023-03-13 17:42:45.585714;192.168.0.1;100.79.0.1;2.074
2023-03-13 17:42:45.586281;100.79.0.1;10.1.139.2;1.804
2023-03-13 17:42:45.586825;10.1.139.2;10.1.139.17;1.963
2023-03-13 17:42:45.587357;10.1.139.17;10.0.22.163;1.688
2023-03-13 17:42:45.587894;10.0.22.163;10.17.0.131;2.54
2023-03-13 17:42:45.588727;10.17.0.131;10.17.0.35;1.567
2023-03-13 17:42:45.592995;10.17.0.35;10.17.0.1;2.149
2023-03-13 17:42:45.593805;10.17.0.1;10.17.0.146;2.097
2023-03-13 17:42:45.597272;10.17.0.146;10.3.1.130;8.484
2023-03-13 17:42:45.597621;10.3.1.130;62.115.177.130;33.928
2023-03-13 17:42:45.597894;62.115.177.130;62.115.142.176;25.518
2023-03-13 17:42:45.600149;62.115.142.176;62.115.141.22;26.768
2023-03-13 17:42:45.600599;80.91.254.91;62.115.136.201;121.858
2023-03-13 17:42:45.600869;62.115.136.201;62.115.125.128;142.264
2023-03-13 17:42:45.601113;62.115.125.128;62.115.191.250;133.962
2023-03-13 17:42:45.601350;62.115.191.250;195.181.171.37;160.55
2023-03-13 17:43:45.535879;192.168.1.1;192.168.0.1;1.443
