timestring;timeunix;is_last;name;nat_id;received_ip_src;received_ip_ttl;received_timestamp;rtt_usec;sent_ip_dst;sent_ip_ttl;sent_timestamp;sent_udp_dport
2023-05-08 15:17:23.395642;1683548243.395647;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.161;242;1683548238.879539;34946;1.1.1.1;13;1683548238.844593;33436;
2023-05-08 15:17:23.395735;1683548243.395741;False;213.221.36.103;16364;213.221.36.103;242;1683548238.899125;38950;1.1.1.1;14;1683548238.860175;33436;
2023-05-08 15:17:23.395980;1683548243.395989;True;one.one.one.one;16364;1.1.1.1;53;1683548238.905418;28719;1.1.1.1;15;1683548238.876699;33436;
2023-05-08 15:17:23.396105;1683548243.396113;False;192.168.0.1;0;192.168.0.1;64;1683548239.127702;3739;1.1.1.1;1;1683548239.123963;33437;
2023-05-08 15:17:23.396219;1683548243.396225;False;100.79.0.1;0;100.79.0.1;254;1683548239.150918;8428;1.1.1.1;2;1683548239.142490;33437;
2023-05-08 15:17:23.396319;1683548243.396327;False;10.1.139.5;0;10.1.139.5;62;1683548239.169216;10679;1.1.1.1;3;1683548239.158537;33437;
2023-05-08 15:17:23.396431;1683548243.396436;False;10.1.139.17;0;10.1.139.17;254;1683548239.190747;14145;1.1.1.1;4;1683548239.176602;33437;
2023-05-08 15:17:23.396526;1683548243.396534;False;10.0.21.163;0;10.0.21.163;251;1683548239.196832;5375;1.1.1.1;5;1683548239.191457;33437;
2023-05-08 15:17:23.396623;1683548243.396631;False;10.17.0.139;0;10.17.0.139;250;1683548239.224926;17761;1.1.1.1;6;1683548239.207165;33437;
2023-05-08 15:17:23.396720;1683548243.396728;False;10.17.0.100;0;10.17.0.100;249;1683548239.231292;7659;1.1.1.1;7;1683548239.223633;33437;
2023-05-08 15:17:23.396818;1683548243.396832;False;10.17.0.65;16364;10.17.0.65;248;1683548239.257694;4753;1.1.1.1;8;1683548239.252941;33437;
2023-05-08 15:17:23.396945;1683548243.396951;False;10.17.0.146;16364;10.17.0.146;248;1683548239.274170;5175;1.1.1.1;9;1683548239.268995;33437;
2023-05-08 15:17:23.397044;1683548243.3970518;False;194.186.77.173;16364;194.186.77.173;247;1683548239.301757;15845;1.1.1.1;10;1683548239.285912;33437;
2023-05-08 15:17:23.397153;1683548243.3971589;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.13;244;1683548239.314555;13571;1.1.1.1;11;1683548239.300984;33437;
2023-05-08 15:17:23.397249;1683548243.3972569;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548239.371588;52606;1.1.1.1;12;1683548239.318982;33437;
2023-05-08 15:17:23.397345;1683548243.3973498;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.165;242;1683548239.376925;38463;1.1.1.1;13;1683548239.338462;33437;
2023-05-08 15:17:23.397440;1683548243.3974452;False;213.221.36.103;16364;213.221.36.103;242;1683548239.406431;49806;1.1.1.1;14;1683548239.356625;33437;
2023-05-08 15:17:23.397550;1683548243.3975549;True;one.one.one.one;16364;1.1.1.1;53;1683548239.412683;35758;1.1.1.1;15;1683548239.376925;33437;
2023-05-08 15:17:23.397641;1683548243.3976462;False;192.168.0.1;0;192.168.0.1;64;1683548239.691586;6517;1.1.1.1;1;1683548239.685069;33438;
2023-05-08 15:17:23.397732;1683548243.397737;False;100.79.0.1;0;100.79.0.1;254;1683548239.714767;11853;1.1.1.1;2;1683548239.702914;33438;
2023-05-08 15:17:23.397839;1683548243.397844;False;10.1.139.5;0;10.1.139.5;62;1683548239.725254;2809;1.1.1.1;3;1683548239.722445;33438;
2023-05-08 15:17:23.397928;1683548243.397933;False;10.1.139.17;0;10.1.139.17;254;1683548239.747875;5892;1.1.1.1;4;1683548239.741983;33438;
2023-05-08 15:17:23.398031;1683548243.398036;False;10.0.21.163;0;10.0.21.163;251;1683548239.766422;8983;1.1.1.1;5;1683548239.757439;33438;
2023-05-08 15:17:23.398126;1683548243.398131;False;10.17.0.139;0;10.17.0.139;250;1683548239.778039;3308;1.1.1.1;6;1683548239.774731;33438;
2023-05-08 15:17:23.398232;1683548243.398261;False;10.17.0.100;0;10.17.0.100;249;1683548239.801129;6523;1.1.1.1;7;1683548239.794606;33438;
2023-05-08 15:17:23.398461;1683548243.3984692;False;10.17.0.65;16364;10.17.0.65;248;1683548239.818890;4272;1.1.1.1;8;1683548239.814618;33438;
2023-05-08 15:17:23.398608;1683548243.398637;False;10.17.0.146;16364;10.17.0.146;248;1683548239.836168;5195;1.1.1.1;9;1683548239.830973;33438;
2023-05-08 15:17:23.398827;1683548243.398836;False;194.186.77.173;16364;194.186.77.173;247;1683548239.854559;3956;1.1.1.1;10;1683548239.850603;33438;
2023-05-08 15:17:23.399032;1683548243.39904;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.15;244;1683548239.882364;13154;1.1.1.1;11;1683548239.869210;33438;
2023-05-08 15:17:23.399176;1683548243.399185;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548239.952012;64217;1.1.1.1;12;1683548239.887795;33438;
2023-05-08 15:17:23.399444;1683548243.39945;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.165;242;1683548239.934321;28442;1.1.1.1;13;1683548239.905879;33438;
2023-05-08 15:17:23.399553;1683548243.399575;False;213.221.36.103;16364;213.221.36.103;242;1683548239.968908;44017;1.1.1.1;14;1683548239.924891;33438;
2023-05-08 15:17:23.399670;1683548243.399677;True;one.one.one.one;16364;1.1.1.1;53;1683548239.975222;34248;1.1.1.1;15;1683548239.940974;33438;
2023-05-08 15:17:23.399818;1683548243.3998249;False;192.168.0.1;0;192.168.0.1;64;1683548240.230968;1394;1.1.1.1;1;1683548240.229574;33439;
2023-05-08 15:17:23.399962;1683548243.39997;False;100.79.0.1;0;100.79.0.1;254;1683548240.254677;6860;1.1.1.1;2;1683548240.247817;33439;
2023-05-08 15:17:23.400164;1683548243.4001741;False;10.1.139.5;0;10.1.139.5;62;1683548240.271754;5350;1.1.1.1;3;1683548240.266404;33439;
2023-05-08 15:17:23.400360;1683548243.400369;False;10.1.139.17;0;10.1.139.17;254;1683548240.288931;4811;1.1.1.1;4;1683548240.284120;33439;
2023-05-08 15:17:23.400529;1683548243.400535;False;10.0.21.163;0;10.0.21.163;251;1683548240.311234;9015;1.1.1.1;5;1683548240.302219;33439;
2023-05-08 15:17:23.400675;1683548243.400681;False;10.17.0.139;0;10.17.0.139;250;1683548240.330181;9110;1.1.1.1;6;1683548240.321071;33439;
2023-05-08 15:17:23.400827;1683548243.400835;False;10.17.0.100;0;10.17.0.100;249;1683548240.343078;3914;1.1.1.1;7;1683548240.339164;33439;
2023-05-08 15:17:23.400978;1683548243.400984;False;10.17.0.65;16364;10.17.0.65;248;1683548240.358640;3875;1.1.1.1;8;1683548240.354765;33439;
2023-05-08 15:17:23.401100;1683548243.4011059;False;10.17.0.146;16364;10.17.0.146;248;1683548240.381862;8601;1.1.1.1;9;1683548240.373261;33439;
2023-05-08 15:17:23.401203;1683548243.401226;False;194.186.77.173;16364;194.186.77.173;247;1683548240.398769;7059;1.1.1.1;10;1683548240.391710;33439;
2023-05-08 15:17:23.401319;1683548243.401341;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.13;244;1683548240.421357;10344;1.1.1.1;11;1683548240.411013;33439;
2023-05-08 15:17:23.401449;1683548243.401456;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548240.482609;53047;1.1.1.1;12;1683548240.429562;33439;
2023-05-08 15:17:23.401547;1683548243.40157;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.165;242;1683548240.477255;33228;1.1.1.1;13;1683548240.444027;33439;
2023-05-08 15:17:23.401661;1683548243.4016829;False;213.221.36.103;16364;213.221.36.103;242;1683548240.493683;33077;1.1.1.1;14;1683548240.460606;33439;
2023-05-08 15:17:23.401801;1683548243.401806;True;one.one.one.one;16364;1.1.1.1;53;1683548240.516312;37405;1.1.1.1;15;1683548240.478907;33439;
2023-05-08 15:17:23.401939;1683548243.4019468;False;192.168.0.1;0;192.168.0.1;64;1683548240.771358;6569;1.1.1.1;1;1683548240.764789;33440;
2023-05-08 15:17:23.402089;1683548243.402096;False;100.79.0.1;0;100.79.0.1;254;1683548240.794493;13835;1.1.1.1;2;1683548240.780658;33440;
2023-05-08 15:17:23.402235;1683548243.4022431;False;10.1.139.5;0;10.1.139.5;62;1683548240.806675;10768;1.1.1.1;3;1683548240.795907;33440;
2023-05-08 15:17:23.402362;1683548243.4023712;False;10.1.139.17;0;10.1.139.17;254;1683548240.823250;8212;1.1.1.1;4;1683548240.815038;33440;
2023-05-08 15:17:23.402510;1683548243.402518;False;10.0.21.163;0;10.0.21.163;251;1683548240.834894;782;1.1.1.1;5;1683548240.834112;33440;
2023-05-08 15:17:23.402645;1683548243.4026518;False;10.17.0.139;0;10.17.0.139;250;1683548240.864470;8679;1.1.1.1;6;1683548240.855791;33440;
2023-05-08 15:17:23.402790;1683548243.402796;False;10.17.0.100;0;10.17.0.100;249;1683548240.880814;3644;1.1.1.1;7;1683548240.877170;33440;
2023-05-08 15:17:23.402895;1683548243.4029;False;10.17.0.65;16364;10.17.0.65;248;1683548240.912041;5959;1.1.1.1;8;1683548240.906082;33440;
2023-05-08 15:17:23.403016;1683548243.403023;False;10.17.0.154;16364;10.17.0.154;248;1683548240.929204;5096;1.1.1.1;9;1683548240.924108;33440;
2023-05-08 15:17:23.403118;1683548243.403123;False;194.186.77.173;16364;194.186.77.173;247;1683548240.947622;6186;1.1.1.1;10;1683548240.941436;33440;
2023-05-08 15:17:23.403365;1683548243.4033751;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.15;244;1683548240.964522;8912;1.1.1.1;11;1683548240.955610;33440;
2023-05-08 15:17:23.403539;1683548243.4035468;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548241.24363;52753;1.1.1.1;12;1683548240.971610;33440;
2023-05-08 15:17:23.403670;1683548243.403677;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.165;242;1683548241.19289;32018;1.1.1.1;13;1683548240.987271;33440;
2023-05-08 15:17:23.403778;1683548243.403785;False;213.221.36.103;16364;213.221.36.103;242;1683548241.34810;30778;1.1.1.1;14;1683548241.4032;33440;
2023-05-08 15:17:23.403883;1683548243.4038908;True;one.one.one.one;16364;1.1.1.1;53;1683548241.51570;30462;1.1.1.1;15;1683548241.21108;33440;
2023-05-08 15:17:23.404036;1683548243.404044;False;192.168.0.1;0;192.168.0.1;64;1683548241.315061;198;1.1.1.1;1;1683548241.314863;33441;
2023-05-08 15:17:23.404292;1683548243.4043;False;100.79.0.1;0;100.79.0.1;254;1683548241.392826;15018;1.1.1.1;2;1683548241.377808;33441;
2023-05-08 15:17:23.404411;1683548243.404417;False;10.1.139.5;0;10.1.139.5;62;1683548241.398881;5067;1.1.1.1;3;1683548241.393814;33441;
2023-05-08 15:17:23.404548;1683548243.404554;False;10.1.139.17;0;10.1.139.17;254;1683548241.421498;10795;1.1.1.1;4;1683548241.410703;33441;
2023-05-08 15:17:23.404649;1683548243.404673;False;10.0.21.163;0;10.0.21.163;251;1683548241.438143;10690;1.1.1.1;5;1683548241.427453;33441;
2023-05-08 15:17:23.404766;1683548243.40479;False;10.17.0.139;0;10.17.0.139;250;1683548241.449301;6992;1.1.1.1;6;1683548241.442309;33441;
2023-05-08 15:17:23.404886;1683548243.4048908;False;10.17.0.100;0;10.17.0.100;249;1683548241.461035;3799;1.1.1.1;7;1683548241.457236;33441;
2023-05-08 15:17:23.405078;1683548243.405086;False;10.17.0.65;16364;10.17.0.65;248;1683548241.482526;5332;1.1.1.1;8;1683548241.477194;33441;
2023-05-08 15:17:23.405225;1683548243.4052322;False;10.17.0.146;16364;10.17.0.146;248;1683548241.505346;8268;1.1.1.1;9;1683548241.497078;33441;
2023-05-08 15:17:23.405350;1683548243.4053571;False;194.186.77.173;16364;194.186.77.173;247;1683548241.524366;4352;1.1.1.1;10;1683548241.520014;33441;
2023-05-08 15:17:23.405453;1683548243.4054751;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.15;244;1683548241.571463;13230;1.1.1.1;11;1683548241.558233;33441;
2023-05-08 15:17:23.405569;1683548243.40559;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548241.623757;47047;1.1.1.1;12;1683548241.576710;33441;
2023-05-08 15:17:23.405770;1683548243.405779;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.161;242;1683548241.630088;32910;1.1.1.1;13;1683548241.597178;33441;
2023-05-08 15:17:23.405947;1683548243.405956;False;213.221.36.103;16364;213.221.36.103;242;1683548241.652530;31238;1.1.1.1;14;1683548241.621292;33441;
2023-05-08 15:17:23.406113;1683548243.4061198;True;one.one.one.one;16364;1.1.1.1;53;1683548241.670080;33645;1.1.1.1;15;1683548241.636435;33441;
2023-05-08 15:17:23.406237;1683548243.4062452;False;192.168.0.1;0;192.168.0.1;64;1683548241.949531;26124;1.1.1.1;1;1683548241.923407;33442;
2023-05-08 15:17:23.406368;1683548243.406374;False;100.79.0.1;0;100.79.0.1;254;1683548241.955678;14121;1.1.1.1;2;1683548241.941557;33442;
2023-05-08 15:17:23.406469;1683548243.406477;False;10.1.139.5;0;10.1.139.5;62;1683548241.969455;3226;1.1.1.1;3;1683548241.966229;33442;
2023-05-08 15:17:23.406603;1683548243.4066079;False;10.1.139.17;0;10.1.139.17;254;1683548241.998871;15575;1.1.1.1;4;1683548241.983296;33442;
2023-05-08 15:17:23.406752;1683548243.406759;False;10.0.21.163;0;10.0.21.163;251;1683548242.5285;3785;1.1.1.1;5;1683548242.1500;33442;
2023-05-08 15:17:23.406912;1683548243.406919;False;10.17.0.139;0;10.17.0.139;250;1683548242.27746;6903;1.1.1.1;6;1683548242.20843;33442;
2023-05-08 15:17:23.407021;1683548243.407027;False;10.17.0.100;0;10.17.0.100;249;1683548242.39476;1705;1.1.1.1;7;1683548242.37771;33442;
2023-05-08 15:17:23.407165;1683548243.4071732;False;10.17.0.65;16364;10.17.0.65;248;1683548242.61761;5202;1.1.1.1;8;1683548242.56559;33442;
2023-05-08 15:17:23.407393;1683548243.4074;False;10.17.0.154;16364;10.17.0.154;248;1683548242.90571;14602;1.1.1.1;9;1683548242.75969;33442;
2023-05-08 15:17:23.407504;1683548243.407509;False;194.186.77.173;16364;194.186.77.173;247;1683548242.102787;8946;1.1.1.1;10;1683548242.93841;33442;
2023-05-08 15:17:23.407712;1683548243.407719;False;pe05.kk12.moscow.gldn.net;16364;79.104.225.13;244;1683548242.120047;11189;1.1.1.1;11;1683548242.108858;33442;
2023-05-08 15:17:23.407868;1683548243.407876;False;be10.tf01-02.moscow.gldn.net;16364;81.211.45.63;242;1683548242.188676;62668;1.1.1.1;12;1683548242.126008;33442;
2023-05-08 15:17:23.407974;1683548243.407979;False;pe02.ekaterinburg.gldn.net;16364;79.104.240.161;242;1683548242.176721;32616;1.1.1.1;13;1683548242.144105;33442;
2023-05-08 15:17:23.408186;1683548243.408193;False;213.221.36.103;16364;213.221.36.103;242;1683548242.194619;33544;1.1.1.1;14;1683548242.161075;33442;
2023-05-08 15:17:23.408337;1683548243.408345;True;;;;;;None;1.1.1.1;15;1683548242.180707;33442;
2023-05-08 15:17:23.408492;1683548243.408499;False;192.168.0.1;0;192.168.0.1;64;1683548242.474300;3079;1.1.1.1;1;1683548242.471221;33443;
2023-05-08 15:17:23.408640;1683548243.4086468;False;100.79.0.1;0;100.79.0.1;254;1683548242.497700;7044;1.1.1.1;2;1683548242.490656;33443;
2023-05-08 15:17:23.408791;1683548243.408798;False;10.1.139.5;0;10.1.139.5;62;1683548242.516121;5985;1.1.1.1;3;1683548242.510136;33443;
2023-05-08 15:17:23.408946;1683548243.4089541;False;10.1.139.17;0;10.1.139.17;254;1683548242.533481;4050;1.1.1.1;4;1683548242.529431;33443;
2023-05-08 15:17:23.409139;1683548243.4091468;True;;;;;;None;1.1.1.1;5;1683548242.549199;33443;
