1679765603.7446;62.115.123.13;62.115.112.242;98.132
1679765603.7447183;62.115.112.242;62.115.121.220;152.205
1679765603.7448194;62.115.121.220;62.115.155.15;151.735
1679765603.7448785;62.115.155.15;216.52.255.115;155.083
1679765603.7449372;216.52.255.115;69.88.129.106;152.353
1679765603.7449944;69.88.129.106;23.147.224.15;153.738
1679765603.7450511;23.147.224.15;45.83.22.180;152.191
1679765629.2530313;213.136.75.1;62.115.33.118;0.843
1679765629.2532194;62.115.112.244;80.91.246.162;113.07
1679765629.25332;80.91.246.162;62.115.138.55;113.45
1679765629.2534113;62.115.138.55;62.115.187.242;112.885
1679765629.2535157;62.115.187.242;138.199.0.237;112.844
1679765629.2536042;138.199.0.237;87.249.134.174;112.763
1679765662.4825406;173.212.238.3;62.67.36.137;8.405
1679765662.4827309;154.54.56.189;130.117.0.121;19.39
1679765662.4828007;130.117.0.121;154.54.56.93;110.111
1679765662.4828613;154.54.56.93;154.54.30.185;111.981
1679765662.4829435;154.54.30.185;154.54.47.49;112.251
1679765662.4830124;154.54.47.49;154.54.6.221;112.356
1679765662.4830718;154.54.6.221;154.54.82.142;112.605
1679765662.4831429;154.54.82.142;38.104.106.26;111.732
1679765662.483212;38.104.106.26;138.199.0.235;111.981
1679765662.4832695;138.199.0.235;87.249.134.237;111.724
1679765686.9840543;213.136.75.1;62.115.33.118;0.798
1679765686.9842246;62.115.33.118;62.115.113.174;16.371
1679765686.9844134;62.115.112.244;62.115.118.149;113.113
1679765686.9845738;62.115.118.149;62.115.115.71;113.162
1679765686.9846544;62.115.115.71;62.115.187.242;112.729
1679765686.9847217;62.115.187.242;138.199.0.235;112.873
1679765686.9847798;138.199.0.235;87.249.134.150;112.55
1679765712.426867;213.136.75.1;62.115.33.118;0.82
1679765712.4269943;62.115.112.244;62.115.118.149;113.168
1679765712.427063;62.115.118.149;62.115.115.71;113.092
1679765712.4271317;62.115.115.71;213.248.70.98;112.899
1679765712.427215;213.248.70.98;138.199.0.233;112.894
1679765712.427353;138.199.0.233;87.249.134.228;112.666
1679765738.8752007;213.136.75.1;62.115.33.118;0.715
1679765738.8753476;62.115.33.118;62.115.113.174;16.53
1679765738.8754368;62.115.112.244;62.115.135.131;96.818
1679765738.8754985;62.115.135.131;213.248.66.102;96.39
1679765738.875557;213.248.66.102;216.52.95.47;96.854
1679765738.875615;216.52.95.47;64.74.240.242;96.73
1679765738.8756726;64.74.240.242;45.92.192.123;105.247
1679765738.875784;45.92.192.123;45.12.135.231;99.835
1679765775.8716075;173.212.238.3;62.67.36.137;8.303
1679765775.8717875;154.54.37.29;154.54.58.238;15.135
1679765775.8718576;154.54.58.238;154.54.27.169;93.241
1679765775.8719351;154.54.27.169;154.54.47.122;94.23
1679765775.872055;154.54.47.122;154.24.37.42;93.96
1679765775.872121;154.24.37.42;38.104.74.130;95.281
1679765775.87218;38.104.74.130;216.52.95.47;99.837
1679765775.8722515;216.52.95.47;64.74.240.242;93.333
1679765775.8723536;64.74.240.242;45.92.192.123;99.206
1679765775.872417;45.92.192.123;45.12.135.238;92.925
1679765810.7875721;173.212.238.3;62.67.36.137;8.482
1679765810.7877467;154.54.37.29;154.54.58.238;15.208
1679765810.787804;154.54.58.238;154.54.27.169;93.04
1679765810.7878544;154.54.27.169;154.54.47.122;93.957
1679765810.7879298;154.54.47.122;154.24.37.42;93.635
1679765810.7880018;154.24.37.42;38.104.74.130;93.653
1679765810.788054;38.104.74.130;216.52.95.109;93.131
1679765810.7881076;216.52.95.109;74.201.164.150;93.124
1679765810.788253;74.201.164.150;45.92.192.123;100.089
1679765810.7883627;45.92.192.123;45.12.135.228;99.814
1679765837.9542825;213.136.75.1;62.115.33.118;0.74
1679765837.9545054;213.248.66.102;216.52.95.47;96.858
1679765837.9546247;216.52.95.47;64.74.240.242;96.766
1679765837.9547246;64.74.240.242;45.92.192.123;100.431
1679765837.9548266;45.92.192.123;45.12.135.231;96.716
1679765865.9186287;213.136.75.1;62.115.33.118;0.696
1679765865.9188125;62.115.135.131;213.248.66.102;96.417
1679765865.9189212;213.248.66.102;216.52.95.109;96.586
1679765865.9190214;216.52.95.109;74.201.164.150;96.634
1679765865.91912;74.201.164.150;45.92.192.123;112.657
1679765865.9192448;45.92.192.123;193.239.147.6;96.481
1679765891.4638379;213.136.75.1;62.115.33.118;0.762
1679765891.4640458;62.115.122.161;62.115.112.244;96.928
1679765891.4641747;213.248.66.102;216.52.95.46;96.868
1679765891.4644318;216.52.95.46;74.201.164.150;97.027
1679765891.4645488;74.201.164.150;45.92.192.123;100.714
1679765891.4646564;45.92.192.123;193.239.147.14;96.701
1679765911.617345;173.212.238.3;62.67.36.137;8.366
1679765911.6175191;154.54.37.29;154.54.58.238;15.127
1679765911.617581;154.54.58.238;154.54.27.169;93.255
1679765911.617638;154.54.27.169;154.54.3.126;92.913
1679765911.6176944;154.54.3.126;38.88.195.154;92.647
1679765911.6177506;38.88.195.154;185.229.188.173;92.709
1679765911.6178062;185.229.188.173;143.244.47.38;92.664
1679765943.0284066;173.212.238.3;62.67.36.137;8.409
1679765943.0285494;154.54.37.29;154.54.58.238;15.251
1679765943.02864;154.54.58.238;154.54.27.169;93.168
1679765943.0287025;154.54.27.169;154.54.41.114;93.912
1679765943.0287619;154.54.41.114;154.24.3.122;93.466
1679765943.0288315;154.24.3.122;38.104.74.130;93.715
1679765943.0288916;38.104.74.130;216.52.95.46;93.102
1679765943.0289671;216.52.95.46;74.201.164.150;93.189
1679765943.0290294;74.201.164.150;45.92.192.123;98.612
1679765943.0291114;45.92.192.123;64.94.215.36;93.115
1679765967.2660346;213.136.75.1;62.115.171.180;0.772
1679765967.266161;62.115.171.180;62.115.113.146;3.936
1679765967.2662263;62.115.113.146;62.115.123.13;11.941
1679765967.2662857;62.115.123.13;62.115.112.242;97.68
1679765967.266346;62.115.112.242;62.115.125.128;108.414
1679765967.2664073;62.115.125.128;62.115.116.46;122.449
1679765967.2664647;62.115.116.46;62.115.33.194;121.637
1679765967.2665243;62.115.33.194;185.156.45.53;121.804
1679765967.2665823;185.156.45.53;169.150.205.103;121.619
1679766016.5337832;173.212.238.3;62.67.36.137;8.257
1679766016.533906;154.54.37.29;130.117.0.141;19.622
1679766016.5339856;130.117.0.141;130.117.51.41;112.051
1679766016.5340586;130.117.51.41;154.54.42.85;112.144
1679766016.5341256;154.54.42.85;154.54.82.245;112.342
1679766016.5342028;154.54.82.245;154.54.7.129;112.165
1679766016.5342982;154.54.7.129;154.54.44.169;129.935
1679766016.5343997;154.54.44.169;154.54.3.213;129.876
1679766016.5344596;154.54.3.213;154.54.6.114;130.254
1679766016.5345173;154.54.6.114;154.24.61.202;131.193
1679766016.534576;154.24.61.202;38.140.239.18;131.218
1679766016.5346332;38.140.239.18;216.52.191.44;130.713
1679766016.5346906;216.52.191.44;107.150.158.10;131.784
1679766016.5347478;107.150.158.10;45.83.149.79;131.615
1679766051.3164988;173.212.238.3;62.67.36.137;8.42
1679766051.3166244;154.54.56.189;154.54.58.234;15.304
1679766051.3166897;154.54.58.234;154.54.89.221;96.056
1679766051.3167489;154.54.89.221;154.54.7.158;109.774
1679766051.3168068;154.54.7.158;154.54.28.70;123.569
1679766051.316883;154.54.28.70;154.54.3.246;123.606
1679766051.3169386;154.54.3.246;154.24.15.194;124.281
1679766051.3170054;154.24.15.194;38.140.189.162;123.478
1679766051.3170662;38.140.189.162;185.156.45.55;123.3
1679766051.317139;185.156.45.55;169.150.205.100;123.317
1679766086.0144992;213.136.75.1;62.115.33.118;0.768
1679766086.0146837;62.115.33.118;62.115.113.146;3.897
1679766086.0147736;62.115.113.146;62.115.123.13;12.088
1679766086.0149004;62.115.123.13;62.115.118.59;125.145
1679766086.0149624;62.115.118.59;62.115.118.62;12.398
1679766086.0150218;62.115.118.62;62.115.122.159;99.979
1679766086.0151124;62.115.156.182;216.52.191.44;126.307
1679766086.015177;216.52.191.44;107.150.158.10;127.39
1679766086.0152357;107.150.158.10;45.83.149.68;127.058
1679766107.790446;173.212.238.3;62.67.36.137;8.341
1679766107.790655;154.54.37.29;154.54.58.238;15.099
1679766107.7907689;154.54.58.238;154.54.89.225;96.117
1679766107.7909102;154.54.89.225;154.54.24.222;109.461
1679766107.791035;154.54.24.222;154.54.6.118;109.807
1679766107.7911913;154.54.6.118;38.122.46.50;109.356
1679766107.7912965;38.122.46.50;195.181.171.37;109.508
1679766123.738432;213.136.75.1;62.115.33.118;0.81
1679766123.738555;62.115.33.118;62.115.113.146;3.894
1679766123.7386334;62.115.113.146;62.115.123.13;11.817
1679766123.738709;62.115.123.13;62.115.112.242;97.773
1679766123.738771;62.115.112.242;62.115.125.128;108.628
1679766123.7388306;62.115.125.128;62.115.191.250;108.393
1679766123.7388897;62.115.191.250;195.181.171.46;108.805
1679766164.4782734;213.136.75.1;62.115.171.180;0.885
1679766164.478417;62.115.171.180;62.115.113.146;3.941
1679766164.4784882;62.115.113.146;62.115.123.13;11.935
1679766164.4785497;62.115.123.13;62.115.112.242;97.636
1679766164.4786088;62.115.112.242;62.115.123.125;97.553
1679766164.47873;62.115.123.125;213.248.67.199;97.714
1679766164.4788003;213.248.67.199;66.51.1.156;111.041
1679766164.4788628;66.51.1.156;148.66.239.32;111.236
1679766164.4789214;148.66.239.32;66.51.8.58;111.268
1679766164.47898;66.51.8.58;148.66.237.215;111.166
1679766164.4790668;148.66.237.215;66.51.8.134;111.258
1679766164.4791276;66.51.8.134;128.136.83.194;110.066
1679766164.4791853;128.136.83.194;45.9.15.9;120.183
1679766164.4792428;45.9.15.9;45.83.151.66;109.06
1679766205.2420516;213.136.75.1;62.115.33.118;0.818
1679766205.242232;62.115.33.118;62.115.113.146;3.902
1679766205.2434845;62.115.113.146;62.115.123.13;11.924
1679766205.2435677;62.115.123.13;62.115.112.242;97.599
1679766205.2436306;62.115.112.242;62.115.123.125;97.481
1679766205.2436903;62.115.123.125;213.248.67.199;97.607
1679766205.2437487;213.248.67.199;66.51.1.156;111.261
1679766205.2438061;66.51.1.156;148.66.239.32;111.072
1679766205.2438643;148.66.239.32;66.51.8.58;111.161
1679766205.2439225;66.51.8.58;148.66.237.215;111.205
1679766205.2440262;148.66.237.215;66.51.8.134;111.228
1679766205.2442589;66.51.8.134;128.136.83.194;110.031
1679766205.244389;128.136.83.194;45.9.15.9;117.037
1679766205.2444534;45.9.15.9;45.83.151.82;109.999
1679766222.6147864;213.136.75.1;62.115.33.118;0.822
1679766222.6150072;62.115.33.118;62.115.113.146;3.963
1679766222.6151624;62.115.113.146;62.115.123.13;11.873
1679766222.6152918;62.115.123.13;62.115.112.242;97.782
1679766222.6154227;62.115.155.49;5.254.77.2;97.936
1679766222.6155474;5.254.77.2;5.254.40.39;97.677
1679766235.3638444;173.212.238.3;62.67.36.137;8.39
1679766235.3639522;62.67.36.137;4.69.140.134;94.155
1679766235.3640132;4.69.140.134;4.26.6.50;96.641
1679766235.364072;4.26.6.50;5.254.77.2;96.095
1679766235.364129;5.254.77.2;5.254.43.238;95.989
1679766255.3859303;213.136.75.1;62.115.33.118;0.772
1679766255.3860567;62.115.33.118;62.115.113.146;3.86
1679766255.3861566;62.115.113.146;62.115.123.13;11.887
1679766255.3862143;62.115.123.13;62.115.112.242;98.111
1679766255.3863034;62.115.155.49;5.254.77.2;97.872
1679766255.3863554;5.254.77.2;5.254.43.229;99.486
1679766273.0424204;173.212.238.3;62.67.36.137;8.327
1679766273.0425732;62.67.36.137;4.69.136.66;93.519
1679766273.0426402;4.69.136.66;4.4.142.94;95.745
1679766273.0427;4.4.142.94;37.221.173.74;96.29
1679766273.042758;37.221.173.74;45.74.48.2;95.519
1679766288.391534;173.212.238.3;62.67.36.137;8.349
1679766288.3917036;4.26.6.50;5.254.77.2;96.431
1679766288.3918157;5.254.77.2;5.254.40.36;96.093
1679766307.5549448;173.212.238.3;62.67.36.137;8.379
1679766307.5550878;62.67.36.137;4.69.136.66;93.668
1679766307.5551522;4.69.136.66;4.4.142.94;95.609
1679766307.5552115;4.4.142.94;37.221.173.74;99.534
1679766307.5552702;37.221.173.74;5.254.108.198;99.799
1679766325.2141404;173.212.238.3;62.67.36.137;8.408
1679766325.2143102;62.67.36.137;4.69.136.66;93.58
1679766325.2143838;4.69.136.66;4.4.142.94;95.619
1679766325.2144463;4.4.142.94;37.221.173.74;100.004
1679766325.214506;37.221.173.74;37.221.173.239;99.383
1679766347.1768482;213.136.75.1;62.115.171.180;0.768
1679766347.1770217;62.115.171.180;62.115.113.146;3.992
1679766347.1771162;62.115.113.146;62.115.123.13;12.07
1679766347.1772065;62.115.123.13;62.115.112.242;98.542
1679766347.1772954;62.115.112.242;62.115.123.125;97.843
1679766347.1773834;62.115.123.125;195.12.254.137;97.598
1679766347.177473;195.12.254.137;37.221.173.74;97.728
1679766347.1775615;37.221.173.74;5.254.108.197;99.801
1679766366.8239195;213.136.75.1;62.115.171.180;0.806
1679766366.8240886;62.115.171.180;62.115.113.146;3.924
1679766366.8241613;62.115.113.146;62.115.123.13;12.116
1679766366.824245;62.115.123.13;62.115.112.242;98.586
1679766366.8243308;62.115.112.242;62.115.123.125;97.703
1679766366.8243945;62.115.123.125;195.12.254.137;97.618
1679766366.824449;195.12.254.137;37.221.173.74;97.703
1679766366.8245487;37.221.173.74;5.254.108.197;97.669
1679766432.1930993;173.212.238.3;62.67.36.137;8.256
1679766432.1932411;154.54.37.29;130.117.0.141;19.494
1679766432.193307;130.117.0.141;130.117.51.41;109.967
1679766432.193367;130.117.51.41;154.54.42.85;112.218
1679766432.193425;154.54.42.85;154.54.82.245;112.227
1679766432.1934826;154.54.82.245;154.54.7.129;112.231
1679766432.1935413;154.54.7.129;154.54.44.169;129.878
1679766432.1936016;154.54.44.169;154.54.31.89;135.45
1679766432.1936595;154.54.31.89;154.54.42.97;145.382
1679766432.1937175;154.54.42.97;154.54.44.141;159.538
1679766432.1937757;154.54.44.141;154.54.43.150;159.064
1679766432.1938338;154.54.43.150;154.54.87.90;159.296
1679766432.1938915;154.54.87.90;38.104.134.70;160.161
1679766432.1939497;38.104.134.70;66.151.144.72;158.45
1679766432.1940455;66.151.144.72;64.74.135.186;159.084
1679766432.194117;64.74.135.186;74.217.183.17;161.653
1679766432.194177;74.217.183.17;45.12.131.8;159.557
1679766473.2302437;213.136.75.1;62.115.33.118;0.792
1679766473.2304041;62.115.112.244;62.115.118.111;165.36
1679766473.2304895;62.115.118.111;62.115.125.161;165.523
1679766473.2305963;62.115.125.161;213.248.81.134;165.549
1679766473.2306662;213.248.81.134;66.151.144.7;162.462
1679766473.2307274;66.151.144.7;64.74.135.186;161.941
1679766473.2307928;64.74.135.186;74.217.183.17;171.266
1679766473.2308524;74.217.183.17;45.12.131.49;162.104
1679766539.21516;173.212.238.3;62.67.36.137;8.414
1679766539.2153394;154.54.56.189;130.117.0.121;19.452
1679766539.2154107;130.117.0.121;154.54.56.93;110.151
1679766539.2154734;154.54.56.93;154.54.30.185;109.799
1679766539.2155328;154.54.30.185;154.54.47.49;110.264
1679766539.215592;154.54.47.49;154.54.6.221;110.173
1679766539.2156508;154.54.6.221;154.54.42.165;127.413
1679766539.2157109;154.54.42.165;154.54.5.89;132.889
1679766539.2157698;154.54.5.89;154.54.41.145;143.132
1679766539.2158282;154.54.41.145;154.54.44.137;157.32
1679766539.2158961;154.54.44.137;154.54.43.70;156.325
1679766539.2159781;154.54.43.70;154.54.86.158;157.121
1679766539.2160394;154.54.86.158;38.104.134.70;157.943
1679766539.2161098;38.104.134.70;66.151.144.71;157.272
1679766539.2161846;66.151.144.71;64.74.135.182;157.153
1679766539.2162473;64.74.135.182;74.217.183.17;170.104
1679766539.2163618;74.217.183.17;45.12.131.40;156.255
1679766579.0464883;213.136.75.1;62.115.33.118;0.741
1679766579.0466933;62.115.118.111;62.115.125.161;165.582
1679766579.046778;62.115.125.161;213.248.81.134;165.687
1679766579.0468457;213.248.81.134;66.151.144.71;162.501
1679766579.0469332;66.151.144.71;64.74.135.182;162.359
1679766579.0469937;64.74.135.182;74.217.183.17;175.746
1679766579.0470805;74.217.183.17;45.12.131.7;162.502
1679766643.3375332;173.212.238.3;62.67.36.137;8.414
1679766643.337708;154.54.56.189;130.117.0.121;19.585
1679766643.337775;130.117.0.121;154.54.56.93;110.117
1679766643.3378527;154.54.56.93;154.54.30.185;112.129
1679766643.337912;154.54.30.185;154.54.47.49;112.264
1679766643.3379707;154.54.47.49;154.54.6.221;112.383
1679766643.3380482;154.54.6.221;154.54.42.165;129.673
1679766643.3381722;154.54.42.165;154.54.5.89;135.15
1679766643.3382328;154.54.5.89;154.54.41.145;145.521
1679766643.3382912;154.54.41.145;154.54.2.197;160.091
1679766643.3383493;154.54.2.197;154.54.83.170;161.325
1679766643.3384073;154.54.83.170;38.122.90.42;161.455
1679766643.3384655;38.122.90.42;63.251.160.68;160.698
1679766643.3385231;63.251.160.68;63.251.162.22;161.71
1679766643.3385978;63.251.162.22;69.25.117.17;172.535
1679766643.3386648;69.25.117.17;69.25.117.71;161.342
1679766682.8764682;213.136.75.1;62.115.33.118;0.807
1679766682.876588;62.115.112.244;80.91.246.162;112.921
1679766682.876652;80.91.246.162;62.115.132.155;156.182
1679766682.8767107;62.115.132.155;62.115.61.171;156.414
1679766682.8767676;62.115.61.171;50.115.90.198;156.426
1679766682.8768253;50.115.90.198;156.146.96.106;156.527
1679766682.8768828;156.146.96.106;63.251.160.68;155.737
1679766682.8769422;63.251.160.68;63.251.162.22;156.799
1679766682.877011;63.251.162.22;69.25.117.17;161.853
1679766682.877152;69.25.117.17;69.25.117.78;156.41
1679766716.9422245;213.136.75.1;62.115.33.118;0.753
1679766716.9424143;62.115.112.244;80.91.246.162;112.876
1679766716.942486;80.91.246.162;62.115.132.155;199.893
1679766716.9425495;62.115.132.155;80.239.193.194;155.676
1679766716.942611;80.239.193.194;185.156.45.151;155.688
1679766716.9427605;185.156.45.151;138.199.43.6;155.578
1679766756.2995465;213.136.75.1;62.115.171.180;0.788
1679766756.2996871;62.115.112.244;80.91.246.162;112.851
1679766756.2997537;80.91.246.162;62.115.132.155;156.025
1679766756.299815;156.146.96.106;63.251.160.4;155.591
1679766756.2998736;63.251.160.4;63.251.162.22;156.797
1679766756.2999322;63.251.162.22;69.25.117.17;159.829
1679766756.2999969;69.25.117.17;69.25.117.122;156.227
1679766802.809503;213.136.75.1;62.115.171.180;0.774
1679766802.8097057;62.115.171.180;62.115.113.146;3.883
1679766802.8098378;62.115.113.146;62.115.124.117;3.792
1679766802.8099577;154.54.56.189;130.117.0.121;17.12
1679766802.810051;130.117.0.121;154.54.56.93;107.831
1679766802.8101373;154.54.56.93;154.54.30.185;107.561
1679766802.810223;154.54.30.185;154.54.47.49;107.689
1679766802.8103106;154.54.47.49;154.54.6.221;107.899
1679766802.810404;154.54.6.221;154.54.42.165;125.135
1679766802.8104897;154.54.42.165;154.54.5.89;130.712
1679766802.8105736;154.54.5.89;154.54.41.145;141.018
1679766802.8106782;154.54.41.145;154.54.29.134;141.487
1679766802.8107958;154.54.29.134;38.142.233.114;141.628
1679766802.8109543;38.142.233.114;68.169.38.19;141.579
